Date,Serial,note,PH2.0,PH2.1A,PH2.1B,PH2.1C
19/10/2016, 004B0034 3435510A 38393730,BETA,,,1,
19/10/2016, 004B0035 3435510A 38393730,BETA,,,1,
19/10/2016, 004B003D 34355108 38393730,BETA,,,1,
19/10/2016, 004C0034 3435510A 38393730,BETA,,,1,
19/10/2016, 004D0026 3435510B 38393730,BETA,,,1,
19/10/2016, 004E0034 3435510A 38393730,BETA,,,1,
19/10/2016, 004F0035 3435510A 38393730,BETA,,,1,
19/10/2016, 00500034 3435510A 38393730,BETA,,,1,
19/10/2016, 00500038 34355111 38393730,BETA,,,1,
19/10/2016, 00510034 3435510A 38393730,BETA,,,1,
19/10/2016, 00510039 34355107 38393730,BETA,,,1,
19/10/2016, 00520026 3435510F 38393730,BETA,,,1,
19/10/2016, 00530034 3435510A 38393730,BETA,,,1,
19/10/2016, 0054002B 34355112 38393730,BETA,,,1,
20/10/2016, 001B0033 34355111 38393730,BETA,,,1,
20/10/2016, 001C0033 3435510E 38393730,BETA,,,1,
20/10/2016, 001D0034 34355111 38393730,BETA,,,1,
20/10/2016, 001E0026 3435510F 38393730,BETA,,,1,
20/10/2016, 001E0037 3435510F 38393730,BETA,,,1,
20/10/2016, 00200024 34355111 38393730,BETA,,,1,
20/10/2016, 00200026 3435510F 38393730,BETA,,,1,
20/10/2016, 00200027 3435510C 38393730,BETA,,,1,
20/10/2016, 00200028 3435510C 38393730,BETA,,,1,
20/10/2016, 00200033 34355111 38393730,BETA,,,1,
20/10/2016, 00200034 34355111 38393730,BETA,,,1,
20/10/2016, 00210023 34355112 38393730,BETA,,,1,
20/10/2016, 00220025 34355111 38393730,BETA,,,1,
20/10/2016, 00220026 3435510F 38393730,BETA,,,1,
20/10/2016, 00220028 3435510E 38393730,BETA,,,1,
20/10/2016, 00230021 3435510E 38393730,BETA,,,1,
20/10/2016, 00230027 3435510C 38393730,BETA,,,1,
20/10/2016, 00230028 3435510C 38393730,BETA,,,1,
20/10/2016, 00230028 34355111 38393730,BETA,,,1,
20/10/2016, 00240026 34355111 38393730,BETA,,,1,
20/10/2016, 00240030 3435510E 38393730,BETA,,,1,
20/10/2016, 00240035 3435510A 38393730,BETA,,,1,
20/10/2016, 00240035 3435510F 38393730,BETA,,,1,
20/10/2016, 00240040 3435510B 38393730,BETA,,,1,
20/10/2016, 00250028 3435510C 38393730,BETA,,,1,
20/10/2016, 0025002F 3435510F 38393730,BETA,,,1,
20/10/2016, 0025002F 34355111 38393730,BETA,,,1,
20/10/2016, 00250031 3435510F 38393730,BETA,,,1,
20/10/2016, 00250033 34355111 38393730,BETA,,,1,
20/10/2016, 00260026 3435510F 38393730,BETA,,,1,
20/10/2016, 00260028 3435510C 38393730,BETA,,,1,
20/10/2016, 00260033 34355111 38393730,BETA,,,1,
20/10/2016, 00270022 3435510C 38393730,BETA,,,1,
20/10/2016, 00270025 34355111 38393730,BETA,,,1,
20/10/2016, 00270027 3435510B 38393730,BETA,,,1,
20/10/2016, 00270027 3435510C 38393730,BETA,,,1,
20/10/2016, 0027002B 34355111 38393730,BETA,,,1,
20/10/2016, 00270037 3435510F 38393730,BETA,,,1,
20/10/2016, 00270042 34355111 38393730,BETA,,,1,
20/10/2016, 0028001C 34355107 38393730,BETA,,,1,
20/10/2016, 0028001C 3435510E 38393730,BETA,,,1,
20/10/2016, 00280026 3435510F 38393730,BETA,,,1,
20/10/2016, 00280028 3435510C 38393730,BETA,,,1,
20/10/2016, 0029001C 34355107 38393730,BETA,,,1,
20/10/2016, 0029001C 3435510E 38393730,BETA,,,1,
20/10/2016, 00290021 3435510E 38393730,BETA,,,1,
20/10/2016, 00290026 3435510A 38393730,BETA,,,1,
20/10/2016, 002A0024 34355112 38393730,BETA,,,1,
20/10/2016, 002A0026 3435510F 38393730,BETA,,,1,
20/10/2016, 002A0033 34355111 38393730,BETA,,,1,
20/10/2016, 002A0036 3435510A 38393730,BETA,,,1,
20/10/2016, 002A0039 3435510F 38393730,BETA,,,1,
20/10/2016, 002A003E 34355107 38393730,BETA,,,1,
20/10/2016, 002B001B 34355107 38393730,BETA,,,1,
20/10/2016, 002B001B 3435510A 38393730,BETA,,,1,
20/10/2016, 002B001B 3435510E 38393730,BETA,,,1,
20/10/2016, 002B001C 34355107 38393730,BETA,,,1,
20/10/2016, 002B001C 3435510C 38393730,BETA,,,1,
20/10/2016, 002B0026 3435510F 38393730,BETA,,,1,
20/10/2016, 002B0027 3435510B 38393730,BETA,,,1,
20/10/2016, 002C001A 3435510A 38393730,BETA,,,1,
20/10/2016, 002C001C 3435510E 38393730,BETA,,,1,
20/10/2016, 002C0026 3435510F 38393730,BETA,,,1,
20/10/2016, 002C0027 3435510C 38393730,BETA,,,1,
20/10/2016, 002C0027 34355111 38393730,BETA,,,1,
20/10/2016, 002C002E 3435510A 38393730,BETA,,,1,
20/10/2016, 002C0036 3435510F 38393730,BETA,,,1,
20/10/2016, 002C0036 34355112 38393730,BETA,,,1,
20/10/2016, 002C003A 34355112 38393730,BETA,,,1,
20/10/2016, 002D001B 3435510E 38393730,BETA,,,1,
20/10/2016, 002D0026 3435510F 38393730,BETA,,,1,
20/10/2016, 002D0039 3435510E 38393730,BETA,,,1,
20/10/2016, 002E001B 34355107 38393730,BETA,,,1,
20/10/2016, 002E001B 3435510A 38393730,BETA,,,1,
20/10/2016, 002E001C 3435510E 38393730,BETA,,,1,
20/10/2016, 002E0026 3435510A 38393730,BETA,,,1,
20/10/2016, 002E002E 3435510A 38393730,BETA,,,1,
20/10/2016, 002F001B 34355107 38393730,BETA,,,1,
20/10/2016, 002F0026 3435510A 38393730,BETA,,,1,
20/10/2016, 002F002E 3435510A 38393730,BETA,,,1,
20/10/2016, 002F003E 34355107 38393730,BETA,,,1,
20/10/2016, 002F003F 34355108 38393730,BETA,,,1,
20/10/2016, 0030001B 34355107 38393730,BETA,,,1,
20/10/2016, 0030001B 3435510A 38393730,BETA,,,1,
20/10/2016, 00300026 3435510F 38393730,BETA,,,1,
20/10/2016, 00300038 34355111 38393730,BETA,,,1,
20/10/2016, 0030003F 34355108 38393730,BETA,,,1,
20/10/2016, 0031001A 34355107 38393730,BETA,,,1,
20/10/2016, 0031001B 3435510A 38393730,BETA,,,1,
20/10/2016, 0031001C 3435510E 38393730,BETA,,,1,
20/10/2016, 00310023 3435510E 38393730,BETA,,,1,
20/10/2016, 00310026 3435510F 38393730,BETA,,,1,
20/10/2016, 00310027 3435510B 38393730,BETA,,,1,
20/10/2016, 00310030 3435510E 38393730,BETA,,,1,
20/10/2016, 00310034 34355111 38393730,BETA,,,1,
20/10/2016, 00310036 3435510B 38393730,BETA,,,1,
20/10/2016, 0031003C 3435510F 38393730,BETA,,,1,
20/10/2016, 00320019 3435510A 38393730,BETA,,,1,
20/10/2016, 0032001A 34355107 38393730,BETA,,,1,
20/10/2016, 0032001C 3435510E 38393730,BETA,,,1,
20/10/2016, 0032002B 3435510F 38393730,BETA,,,1,
20/10/2016, 00320033 34355111 38393730,BETA,,,1,
20/10/2016, 00320040 3435510B 38393730,BETA,,,1,
20/10/2016, 00320047 3435510B 38393730,BETA,,,1,
20/10/2016, 0033001A 3435510A 38393730,BETA,,,1,
20/10/2016, 0033001B 34355107 38393730,BETA,,,1,
20/10/2016, 0033001C 3435510E 38393730,BETA,,,1,
20/10/2016, 00330026 3435510F 38393730,BETA,,,1,
20/10/2016, 0033003E 3435510E 38393730,BETA,,,1,
20/10/2016, 00330045 3435510E 38393730,BETA,,,1,
20/10/2016, 00340019 3435510A 38393730,BETA,,,1,
20/10/2016, 0034001B 34355107 38393730,BETA,,,1,
20/10/2016, 00340026 3435510F 38393730,BETA,,,1,
20/10/2016, 0034002C 34355111 38393730,BETA,,,1,
20/10/2016, 00340037 3435510E 38393730,BETA,,,1,
20/10/2016, 00340047 3435510B 38393730,BETA,,,1,
20/10/2016, 00350019 3435510A 38393730,BETA,,,1,
20/10/2016, 0035001A 34355107 38393730,BETA,,,1,
20/10/2016, 00350025 3435510E 38393730,BETA,,,1,
20/10/2016, 00350027 3435510B 38393730,BETA,,,1,
20/10/2016, 00350027 3435510C 38393730,BETA,,,1,
20/10/2016, 00350034 34355111 38393730,BETA,,,1,
20/10/2016, 00350047 3435510B 38393730,BETA,,,1,
20/10/2016, 00360019 3435510A 38393730,BETA,,,1,
20/10/2016, 0036001C 3435510E 38393730,BETA,,,1,
20/10/2016, 00360020 34355111 38393730,BETA,,,1,
20/10/2016, 0036002C 34355111 38393730,BETA,,,1,
20/10/2016, 00360032 34355109 38393730,BETA,,,1,
20/10/2016, 00360034 34355111 38393730,BETA,,,1,
20/10/2016, 00360046 3435510F 38393730,BETA,,,1,
20/10/2016, 0037001A 34355107 38393730,BETA,,,1,
20/10/2016, 0037001B 34355107 38393730,BETA,,,1,
20/10/2016, 00370027 3435510A 38393730,BETA,,,1,
20/10/2016, 0037002D 34355112 38393730,BETA,,,1,
20/10/2016, 0037002E 3435510A 38393730,BETA,,,1,
20/10/2016, 00370038 3435510B 38393730,BETA,,,1,
20/10/2016, 0037003F 34355108 38393730,BETA,,,1,
20/10/2016, 00380018 3435510A 38393730,BETA,,,1,
20/10/2016, 0038001A 3435510A 38393730,BETA,,,1,
20/10/2016, 0038001B 34355107 38393730,BETA,,,1,
20/10/2016, 0038002E 3435510A 38393730,BETA,,,1,
20/10/2016, 00380033 3435510B 38393730,BETA,,,1,
20/10/2016, 00380041 3435510C 38393730,BETA,,,1,
20/10/2016, 0039001A 34355107 38393730,BETA,,,1,
20/10/2016, 0039001A 3435510A 38393730,BETA,,,1,
20/10/2016, 0039001B 34355107 38393730,BETA,,,1,
20/10/2016, 0039001B 3435510A 38393730,BETA,,,1,
20/10/2016, 00390024 34355112 38393730,BETA,,,1,
20/10/2016, 00390026 3435510F 38393730,BETA,,,1,
20/10/2016, 00390027 3435510C 38393730,BETA,,,1,
20/10/2016, 00390034 3435510F 38393730,BETA,,,1,
20/10/2016, 00390044 3435510F 38393730,BETA,,,1,
20/10/2016, 003A001A 3435510A 38393730,BETA,,,1,
20/10/2016, 003A001B 34355107 38393730,BETA,,,1,
20/10/2016, 003A001B 3435510A 38393730,BETA,,,1,
20/10/2016, 003A001C 3435510E 38393730,BETA,,,1,
20/10/2016, 003A0034 3435510A 38393730,BETA,,,1,
20/10/2016, 003A0034 3435510F 38393730,BETA,,,1,
20/10/2016, 003A003E 34355108 38393730,BETA,,,1,
20/10/2016, 003A0040 34355112 38393730,BETA,,,1,
20/10/2016, 003A0041 34355112 38393730,BETA,,,1,
20/10/2016, 003A0046 3435510B 38393730,BETA,,,1,
20/10/2016, 003B001A 34355107 38393730,BETA,,,1,
20/10/2016, 003B001B 34355107 38393730,BETA,,,1,
20/10/2016, 003B001B 3435510A 38393730,BETA,,,1,
20/10/2016, 003B0020 3435510C 38393730,BETA,,,1,
20/10/2016, 003B0026 3435510A 38393730,BETA,,,1,
20/10/2016, 003B0029 34355111 38393730,BETA,,,1,
20/10/2016, 003B0034 3435510A 38393730,BETA,,,1,
20/10/2016, 003B0035 3435510C 38393730,BETA,,,1,
20/10/2016, 003B003D 3435510C 38393730,BETA,,,1,
20/10/2016, 003C001A 34355107 38393730,BETA,,,1,
20/10/2016, 003C001B 34355107 38393730,BETA,,,1,
20/10/2016, 003C001B 3435510A 38393730,BETA,,,1,
20/10/2016, 003C0029 3435510A 38393730,BETA,,,1,
20/10/2016, 003C003C 3435510E 38393730,BETA,,,1,
20/10/2016, 003D001A 34355107 38393730,BETA,,,1,
20/10/2016, 003D0026 3435510A 38393730,BETA,,,1,
20/10/2016, 003D0047 3435510B 38393730,BETA,,,1,
20/10/2016, 003E001A 34355107 38393730,BETA,,,1,
20/10/2016, 003E001B 34355107 38393730,BETA,,,1,
20/10/2016, 003E001B 3435510A 38393730,BETA,,,1,
20/10/2016, 003E0029 3435510A 38393730,BETA,,,1,
20/10/2016, 003E0034 3435510A 38393730,BETA,,,1,
20/10/2016, 003E0037 34355107 38393730,BETA,,,1,
20/10/2016, 003F0026 3435510F 38393730,BETA,,,1,
20/10/2016, 003F002E 3435510A 38393730,BETA,,,1,
20/10/2016, 003F003D 3435510C 38393730,BETA,,,1,
20/10/2016, 0040001A 34355107 38393730,BETA,,,1,
20/10/2016, 00400025 34355111 38393730,BETA,,,1,
20/10/2016, 00400026 3435510B 38393730,BETA,,,1,
20/10/2016, 0040002E 3435510A 38393730,BETA,,,1,
20/10/2016, 00400035 3435510A 38393730,BETA,,,1,
20/10/2016, 00400038 3435510B 38393730,BETA,,,1,
20/10/2016, 0041001A 34355107 38393730,BETA,,,1,
20/10/2016, 0041001A 3435510A 38393730,BETA,,,1,
20/10/2016, 0041001B 34355107 38393730,BETA,,,1,
20/10/2016, 0041001B 3435510A 38393730,BETA,,,1,
20/10/2016, 0041002D 34355107 38393730,BETA,,,1,
20/10/2016, 0041002E 3435510A 38393730,BETA,,,1,
20/10/2016, 00410046 3435510B 38393730,BETA,,,1,
20/10/2016, 0042001A 3435510A 38393730,BETA,,,1,
20/10/2016, 0042001B 34355107 38393730,BETA,,,1,
20/10/2016, 00420020 3435510E 38393730,BETA,,,1,
20/10/2016, 0042003D 34355108 38393730,BETA,,,1,
20/10/2016, 0042003E 34355108 38393730,BETA,,,1,
20/10/2016, 0043001A 34355107 38393730,BETA,,,1,
20/10/2016, 0043001A 3435510A 38393730,BETA,,,1,
20/10/2016, 0043001B 34355107 38393730,BETA,,,1,
20/10/2016, 00430025 34355111 38393730,BETA,,,1,
20/10/2016, 00430029 34355111 38393730,BETA,,,1,
20/10/2016, 00430030 3435510E 38393730,BETA,,,1,
20/10/2016, 00440029 3435510A 38393730,BETA,,,1,
20/10/2016, 0045001B 34355107 38393730,BETA,,,1,
20/10/2016, 0045001B 34355111 38393730,BETA,,,1,
20/10/2016, 00450026 3435510F 38393730,BETA,,,1,
20/10/2016, 00450036 34355112 38393730,BETA,,,1,
20/10/2016, 0045003D 3435510F 38393730,BETA,,,1,
20/10/2016, 00450043 3435510F 38393730,BETA,,,1,
20/10/2016, 0046001B 3435510A 38393730,BETA,,,1,
20/10/2016, 0046001C 34355112 38393730,BETA,,,1,
20/10/2016, 0046002E 3435510A 38393730,BETA,,,1,
20/10/2016, 00460038 34355112 38393730,BETA,,,1,
20/10/2016, 0046003F 3435510F 38393730,BETA,,,1,
20/10/2016, 00470021 3435510C 38393730,BETA,,,1,
20/10/2016, 00470023 3435510F 38393730,BETA,,,1,
20/10/2016, 0047002E 3435510A 38393730,BETA,,,1,
20/10/2016, 00470038 34355111 38393730,BETA,,,1,
20/10/2016, 0048002E 3435510A 38393730,BETA,,,1,
20/10/2016, 00480038 34355111 38393730,BETA,,,1,
20/10/2016, 00480041 3435510B 38393730,BETA,,,1,
20/10/2016, 0049002E 34355112 38393730,BETA,,,1,
20/10/2016, 0049003E 3435510B 38393730,BETA,,,1,
20/10/2016, 0049003F 3435510C 38393730,BETA,,,1,
20/10/2016, 004A0034 3435510E 38393730,BETA,,,1,
20/10/2016, 004A003F 3435510E 38393730,BETA,,,1,
20/10/2016, 004A0041 3435510B 38393730,BETA,,,1,
20/10/2016, 004B0025 3435510A 38393730,BETA,,,1,
20/10/2016, 004B0026 3435510B 38393730,BETA,,,1,
20/10/2016, 004B0026 3435510F 38393730,BETA,,,1,
20/10/2016, 004B002E 3435510A 38393730,BETA,,,1,
20/10/2016, 004B003E 34355108 38393730,BETA,,,1,
20/10/2016, 004C002E 3435510A 38393730,BETA,,,1,
20/10/2016, 004C0037 34355111 38393730,BETA,,,1,
20/10/2016, 004C003C 34355111 38393730,BETA,,,1,
20/10/2016, 004D0029 3435510A 38393730,BETA,,,1,
20/10/2016, 004D002D 3435510E 38393730,BETA,,,1,
20/10/2016, 004D002E 3435510A 38393730,BETA,,,1,
20/10/2016, 004D0038 34355111 38393730,BETA,,,1,
20/10/2016, 004E0026 3435510B 38393730,BETA,,,1,
20/10/2016, 004E0026 3435510F 38393730,BETA,,,1,
20/10/2016, 004E0026 34355111 38393730,BETA,,,1,
20/10/2016, 004E002E 3435510A 38393730,BETA,,,1,
20/10/2016, 004E003F 3435510F 38393730,BETA,,,1,
20/10/2016, 004F0021 3435510F 38393730,BETA,,,1,
20/10/2016, 004F002E 3435510A 38393730,BETA,,,1,
20/10/2016, 004F0034 3435510F 38393730,BETA,,,1,
20/10/2016, 004F0038 34355111 38393730,BETA,,,1,
20/10/2016, 004F003C 3435510C 38393730,BETA,,,1,
20/10/2016, 00500026 3435510B 38393730,BETA,,,1,
20/10/2016, 00500034 3435510F 38393730,BETA,,,1,
20/10/2016, 00510026 3435510F 38393730,BETA,,,1,
20/10/2016, 0051002E 3435510A 38393730,BETA,,,1,
20/10/2016, 00510039 34355111 38393730,BETA,,,1,
20/10/2016, 0052002B 34355112 38393730,BETA,,,1,
20/10/2016, 0052002E 3435510A 38393730,BETA,,,1,
20/10/2016, 0053002E 3435510A 38393730,BETA,,,1,
20/10/2016, 00530030 3435510F 38393730,BETA,,,1,
20/10/2016, 0055002D 3435510F 38393730,BETA,,,1,
21/10/2016, 001E0038 34355107 38393730,BETA,,,1,
21/10/2016, 001F0027 3435510C 38393730,BETA,,,1,
21/10/2016, 001F0033 34355111 38393730,BETA,,,1,
21/10/2016, 00210034 34355111 38393730,BETA,,,1,
21/10/2016, 00230033 34355111 38393730,BETA,,,1,
21/10/2016, 002F0026 3435510F 38393730,BETA,,,1,
21/10/2016, 0032001A 3435510A 38393730,BETA,,,1,
21/10/2016, 00320026 3435510F 38393730,BETA,,,1,
21/10/2016, 0035001B 34355107 38393730,BETA,,,1,
21/10/2016, 0036001B 34355107 38393730,BETA,,,1,
21/10/2016, 0036002E 3435510A 38393730,BETA,,,1,
21/10/2016, 0038001A 34355107 38393730,BETA,,,1,
21/10/2016, 003A001A 34355107 38393730,BETA,,,1,
21/10/2016, 003F001A 34355107 38393730,BETA,,,1,
21/10/2016, 0043002E 3435510A 38393730,BETA,,,1,
21/10/2016, 0044001B 34355107 38393730,BETA,,,1,
21/10/2016, 004A003D 34355108 38393730,BETA,,,1,
21/10/2016, 004F0026 3435510F 38393730,BETA,,,1,
21/10/2016, 0050002E 3435510A 38393730,BETA,,,1,
25/10/2016, 001E0035 3435510A 38393730,BETA,,,1,
25/10/2016, 00250036 3435510A 38393730,BETA,,,1,
25/10/2016, 00260036 34355107 38393730,BETA,,,1,
25/10/2016, 00260036 3435510A 38393730,BETA,,,1,
25/10/2016, 00290036 34355107 38393730,BETA,,,1,
25/10/2016, 002A0038 34355107 38393730,BETA,,,1,
25/10/2016, 00320020 34355112 38393730,BETA,,,1,
25/10/2016, 00340025 3435510F 38393730,BETA,,,1,
25/10/2016, 00370047 3435510B 38393730,BETA,,,1,
25/10/2016, 003D0019 3435510A 38393730,BETA,,,1,
25/10/2016, 00450037 34355107 38393730,BETA,,,1,
25/10/2016, 0046003F 3435510B 38393730,BETA,,,1,
25/10/2016, 004C0037 34355107 38393730,BETA,,,1,
25/10/2016, 00500037 34355107 38393730,BETA,,,1,
26/10/2016, 0020003C 34355111 38393730,BETA,,,1,
26/10/2016, 00230038 3435510E 38393730,BETA,,,1,
26/10/2016, 0024003A 34355108 38393730,BETA,,,1,
26/10/2016, 0025002B 34355112 38393730,BETA,,,1,
26/10/2016, 00270040 34355108 38393730,BETA,,,1,
26/10/2016, 0028003B 34355111 38393730,BETA,,,1,
26/10/2016, 002A003F 34355108 38393730,BETA,,,1,
26/10/2016, 002A0040 34355108 38393730,BETA,,,1,
26/10/2016, 002D0026 3435510E 38393730,BETA,,,1,
26/10/2016, 002D003A 34355108 38393730,BETA,,,1,
26/10/2016, 0032003F 34355108 38393730,BETA,,,1,
26/10/2016, 0036003E 34355108 38393730,BETA,,,1,
26/10/2016, 00370034 3435510F 38393730,BETA,,,1,
26/10/2016, 0038003F 34355108 38393730,BETA,,,1,
26/10/2016, 003D0037 34355111 38393730,BETA,,,1,
26/10/2016, 003F0034 3435510F 38393730,BETA,,,1,
26/10/2016, 00410037 34355107 38393730,BETA,,,1,
26/10/2016, 0044001C 3435510A 38393730,BETA,,,1,
26/10/2016, 00450039 3435510C 38393730,BETA,,,1,
26/10/2016, 00460034 3435510F 38393730,BETA,,,1,
26/10/2016, 00490031 3435510C 38393730,BETA,,,1,
27/10/2016, 001B0033 3435510B 38393730,BETA,,,1,
27/10/2016, 001C0033 3435510B 38393730,BETA,,,1,
27/10/2016, 001C0035 3435510A 38393730,BETA,,,1,
27/10/2016, 001C0036 3435510A 38393730,BETA,,,1,
27/10/2016, 001D0028 3435510C 38393730,BETA,,,1,
27/10/2016, 001D0035 3435510A 38393730,BETA,,,1,
27/10/2016, 001D0036 34355107 38393730,BETA,,,1,
27/10/2016, 001D0036 3435510A 38393730,BETA,,,1,
27/10/2016, 001D0038 34355107 38393730,BETA,,,1,
27/10/2016, 001E0026 34355111 38393730,BETA,,,1,
27/10/2016, 001E0033 3435510A 38393730,BETA,,,1,
27/10/2016, 001E0033 34355111 38393730,BETA,,,1,
27/10/2016, 001E0036 34355107 38393730,BETA,,,1,
27/10/2016, 001F0026 3435510F 38393730,BETA,,,1,
27/10/2016, 001F0034 3435510C 38393730,BETA,,,1,
27/10/2016, 001F0036 34355107 38393730,BETA,,,1,
27/10/2016, 00210028 3435510C 38393730,BETA,,,1,
27/10/2016, 00210039 34355108 38393730,BETA,,,1,
27/10/2016, 00220027 3435510C 38393730,BETA,,,1,
27/10/2016, 0022002E 3435510A 38393730,BETA,,,1,
27/10/2016, 00220039 3435510F 38393730,BETA,,,1,
27/10/2016, 0022003E 34355107 38393730,BETA,,,1,
27/10/2016, 0023002E 3435510A 38393730,BETA,,,1,
27/10/2016, 00230036 34355107 38393730,BETA,,,1,
27/10/2016, 00230038 34355107 38393730,BETA,,,1,
27/10/2016, 00240027 3435510B 38393730,BETA,,,1,
27/10/2016, 0024002E 3435510A 38393730,BETA,,,1,
27/10/2016, 00240033 34355111 38393730,BETA,,,1,
27/10/2016, 00240034 3435510A 38393730,BETA,,,1,
27/10/2016, 00240035 34355111 38393730,BETA,,,1,
27/10/2016, 00240036 3435510A 38393730,BETA,,,1,
27/10/2016, 0025003E 34355107 38393730,BETA,,,1,
27/10/2016, 00260026 3435510A 38393730,BETA,,,1,
27/10/2016, 00260035 3435510A 38393730,BETA,,,1,
27/10/2016, 00260038 34355107 38393730,BETA,,,1,
27/10/2016, 00280027 3435510B 38393730,BETA,,,1,
27/10/2016, 0028002C 34355111 38393730,BETA,,,1,
27/10/2016, 0028002E 3435510A 38393730,BETA,,,1,
27/10/2016, 00280038 34355107 38393730,BETA,,,1,
27/10/2016, 00290028 3435510C 38393730,BETA,,,1,
27/10/2016, 00290034 3435510A 38393730,BETA,,,1,
27/10/2016, 00290036 3435510A 38393730,BETA,,,1,
27/10/2016, 00290039 3435510F 38393730,BETA,,,1,
27/10/2016, 0029003C 34355108 38393730,BETA,,,1,
27/10/2016, 002A0027 3435510F 38393730,BETA,,,1,
27/10/2016, 002A0034 3435510A 38393730,BETA,,,1,
27/10/2016, 002B001C 3435510E 38393730,BETA,,,1,
27/10/2016, 002B0020 3435510E 38393730,BETA,,,1,
27/10/2016, 002B0029 3435510F 38393730,BETA,,,1,
27/10/2016, 002B003E 34355107 38393730,BETA,,,1,
27/10/2016, 002B0040 34355108 38393730,BETA,,,1,
27/10/2016, 002C001B 3435510E 38393730,BETA,,,1,
27/10/2016, 002C0035 3435510A 38393730,BETA,,,1,
27/10/2016, 002C0036 34355107 38393730,BETA,,,1,
27/10/2016, 002C0039 3435510F 38393730,BETA,,,1,
27/10/2016, 002C003A 34355108 38393730,BETA,,,1,
27/10/2016, 002D002B 34355111 38393730,BETA,,,1,
27/10/2016, 002D0035 3435510A 38393730,BETA,,,1,
27/10/2016, 002D0038 34355107 38393730,BETA,,,1,
27/10/2016, 002D0040 3435510B 38393730,BETA,,,1,
27/10/2016, 002F0020 3435510F 38393730,BETA,,,1,
27/10/2016, 002F0025 34355111 38393730,BETA,,,1,
27/10/2016, 002F0032 34355109 38393730,BETA,,,1,
27/10/2016, 002F0033 3435510B 38393730,BETA,,,1,
27/10/2016, 002F0034 3435510A 38393730,BETA,,,1,
27/10/2016, 002F003E 34355112 38393730,BETA,,,1,
27/10/2016, 00300027 3435510B 38393730,BETA,,,1,
27/10/2016, 00300035 3435510A 38393730,BETA,,,1,
27/10/2016, 00300036 34355107 38393730,BETA,,,1,
27/10/2016, 00300039 3435510F 38393730,BETA,,,1,
27/10/2016, 0030003C 34355108 38393730,BETA,,,1,
27/10/2016, 00300040 3435510B 38393730,BETA,,,1,
27/10/2016, 00310019 3435510A 38393730,BETA,,,1,
27/10/2016, 0032001C 3435510A 38393730,BETA,,,1,
27/10/2016, 00320022 34355111 38393730,BETA,,,1,
27/10/2016, 00320038 34355107 38393730,BETA,,,1,
27/10/2016, 0034001B 3435510A 38393730,BETA,,,1,
27/10/2016, 0034001C 3435510A 38393730,BETA,,,1,
27/10/2016, 00340026 3435510A 38393730,BETA,,,1,
27/10/2016, 00340027 3435510B 38393730,BETA,,,1,
27/10/2016, 0034003C 34355108 38393730,BETA,,,1,
27/10/2016, 0034003D 34355108 38393730,BETA,,,1,
27/10/2016, 00350025 3435510B 38393730,BETA,,,1,
27/10/2016, 00350025 34355111 38393730,BETA,,,1,
27/10/2016, 00370026 3435510A 38393730,BETA,,,1,
27/10/2016, 00370035 3435510A 38393730,BETA,,,1,
27/10/2016, 0037003D 34355108 38393730,BETA,,,1,
27/10/2016, 0038001C 34355112 38393730,BETA,,,1,
27/10/2016, 00380025 34355111 38393730,BETA,,,1,
27/10/2016, 00380026 3435510A 38393730,BETA,,,1,
27/10/2016, 00380032 34355109 38393730,BETA,,,1,
27/10/2016, 00380038 3435510B 38393730,BETA,,,1,
27/10/2016, 0038003E 34355108 38393730,BETA,,,1,
27/10/2016, 00390018 3435510A 38393730,BETA,,,1,
27/10/2016, 0039001C 3435510E 38393730,BETA,,,1,
27/10/2016, 00390034 3435510A 38393730,BETA,,,1,
27/10/2016, 003B0018 3435510A 38393730,BETA,,,1,
27/10/2016, 003B001C 3435510A 38393730,BETA,,,1,
27/10/2016, 003B0027 3435510C 38393730,BETA,,,1,
27/10/2016, 003B0029 3435510A 38393730,BETA,,,1,
27/10/2016, 003C001A 3435510B 38393730,BETA,,,1,
27/10/2016, 003C0026 3435510B 38393730,BETA,,,1,
27/10/2016, 003C0027 3435510C 38393730,BETA,,,1,
27/10/2016, 003C0034 3435510A 38393730,BETA,,,1,
27/10/2016, 003C0046 3435510B 38393730,BETA,,,1,
27/10/2016, 003D001B 3435510A 38393730,BETA,,,1,
27/10/2016, 003D0027 3435510C 38393730,BETA,,,1,
27/10/2016, 003D0029 3435510A 38393730,BETA,,,1,
27/10/2016, 003D002E 3435510A 38393730,BETA,,,1,
27/10/2016, 003D003A 34355112 38393730,BETA,,,1,
27/10/2016, 003D003D 34355108 38393730,BETA,,,1,
27/10/2016, 003D0046 3435510B 38393730,BETA,,,1,
27/10/2016, 003E0027 3435510C 38393730,BETA,,,1,
27/10/2016, 003E003E 34355108 38393730,BETA,,,1,
27/10/2016, 003F001C 3435510F 38393730,BETA,,,1,
27/10/2016, 003F0034 3435510A 38393730,BETA,,,1,
27/10/2016, 003F0039 34355111 38393730,BETA,,,1,
27/10/2016, 00400019 3435510A 38393730,BETA,,,1,
27/10/2016, 00400034 3435510F 38393730,BETA,,,1,
27/10/2016, 0040003C 3435510C 38393730,BETA,,,1,
27/10/2016, 0040003D 34355108 38393730,BETA,,,1,
27/10/2016, 00410023 3435510F 38393730,BETA,,,1,
27/10/2016, 00410026 3435510B 38393730,BETA,,,1,
27/10/2016, 00410035 3435510A 38393730,BETA,,,1,
